Starting at 2016-03-11 16:21:27.821294...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:492 Checked:24692 Candidates:295179  ((ClaimReported 0,21 FYISent) (ClaimEdited 1,2 ClaimActivityLog))
Found:492 Checked:24693 Candidates:295178  ((ClaimEdited 1,2 ClaimActivityLog) (ClaimReported 0,21 FYISent))
Found:492 Checked:24694 Candidates:295177  ((ClaimReported 0,21 FYISent) (ClaimEdited 1,2 COPSCarAsgSentCRP))
Found:492 Checked:24695 Candidates:295176  ((ClaimEdited 1,2 COPSCarAsgSentCRP) (ClaimReported 0,21 FYISent))
Found:492 Checked:24696 Candidates:295175  ((ClaimReported 0,21 FYISent) (ClaimEdited 0,2 InitialContact))
Found:492 Checked:24697 Candidates:295174  ((ClaimEdited 0,2 InitialContact) (ClaimReported 0,21 FYISent))
Found:492 Checked:24698 Candidates:295173  ((ClaimReported 0,21 FYISent) (ClaimEdited 1,2 LiabilityAnalysis))
Found:492 Checked:24699 Candidates:295172  ((ClaimEdited 1,2 LiabilityAnalysis) (ClaimReported 0,21 FYISent))
Found:492 Checked:24700 Candidates:295171  ((ClaimReported 0,21 FYISent) (ClaimEdited 1,5 ReviewRemFromInbox))
Found:492 Checked:24701 Candidates:295170  ((ClaimEdited 1,5 ReviewRemFromInbox) (ClaimReported 0,21 FYISent))
Found:492 Checked:24702 Candidates:295169  ((ClaimReported 0,21 FYISent) (ClaimEdited 0,3 SuspendedItem))
Found:492 Checked:24703 Candidates:295168  ((ClaimEdited 0,3 SuspendedItem) (ClaimReported 0,21 FYISent))
Found:492 Checked:24704 Candidates:295167  ((ClaimReported 0,21 FYISent) (ClaimEdited 1,5 Suspense))
Found:492 Checked:24705 Candidates:295166  ((ClaimEdited 1,5 Suspense) (ClaimReported 0,21 FYISent))
Found:492 Checked:24706 Candidates:295165  ((ClaimReported 0,21 FYISent) (ClaimReported 1,2 AssReRouteQueue))
Found:492 Checked:24707 Candidates:295164  ((ClaimReported 1,2 AssReRouteQueue) (ClaimReported 0,21 FYISent))
Found:492 Checked:24708 Candidates:295163  ((ClaimReported 0,21 FYISent) (ClaimReported 0,23 AssToFileHandler))
Found:492 Checked:24709 Candidates:295162  ((ClaimReported 0,23 AssToFileHandler) (ClaimReported 0,21 FYISent))
Found:492 Checked:24710 Candidates:295161  ((ClaimReported 0,21 FYISent) (ClaimReported 0,23 AudatexReceipt))
Found:492 Checked:24711 Candidates:295160  ((ClaimReported 0,23 AudatexReceipt) (ClaimReported 0,21 FYISent))
Found:492 Checked:24712 Candidates:295159  ((ClaimReported 0,21 FYISent) (ClaimReported 0,23 ClaimActivityLog))
Found:492 Checked:24713 Candidates:295158  ((ClaimReported 0,23 ClaimActivityLog) (ClaimReported 0,21 FYISent))
Found:492 Checked:24714 Candidates:295157  ((ClaimReported 0,21 FYISent) (ClaimReported 0,23 ClaimEdited))
Found:492 Checked:24715 Candidates:295156  ((ClaimReported 0,23 ClaimEdited) (ClaimReported 0,21 FYISent))
Found:492 Checked:24716 Candidates:295155  ((ClaimReported 0,21 FYISent) (ClaimReported 0,23 COPSCarAsgSentCRP))
Found:492 Checked:24717 Candidates:295154  ((ClaimReported 0,23 COPSCarAsgSentCRP) (ClaimReported 0,21 FYISent))
Found:492 Checked:24718 Candidates:295153  ((ClaimReported 0,21 FYISent) (ClaimReported 1,2 Correspondencsent))
Found:492 Checked:24719 Candidates:295152  ((ClaimReported 1,2 Correspondencsent) (ClaimReported 0,21 FYISent))
Found:492 Checked:24720 Candidates:295151  ((ClaimReported 0,21 FYISent) (ClaimReported 0,4 DocAddInProgress))
Found:492 Checked:24721 Candidates:295150  ((ClaimReported 0,4 DocAddInProgress) (ClaimReported 0,21 FYISent))
Found:492 Checked:24722 Candidates:295149  ((ClaimReported 0,21 FYISent) (ClaimReported 0,4 DocumentAdded))
Found:492 Checked:24723 Candidates:295148  ((ClaimReported 0,4 DocumentAdded) (ClaimReported 0,21 FYISent))
Found:492 Checked:24724 Candidates:295147  ((ClaimReported 0,23 InitialContact) AllegedRemoved)
Found:492 Checked:24725 Candidates:295146  (AllegedRemoved (ClaimReported 0,23 InitialContact))
Found:492 Checked:24726 Candidates:295145  ((ClaimReported 0,23 InitialContact) applyCreditSubmit)
Found:492 Checked:24727 Candidates:295144  (applyCreditSubmit (ClaimReported 0,23 InitialContact))
Found:492 Checked:24728 Candidates:295143  ((ClaimReported 0,23 InitialContact) AssociatedToClaim)
Found:492 Checked:24729 Candidates:295142  (AssociatedToClaim (ClaimReported 0,23 InitialContact))
Found:492 Checked:24730 Candidates:295141  ((ClaimReported 0,23 InitialContact) AssociatedToParty)
Found:492 Checked:24731 Candidates:295140  (AssociatedToParty (ClaimReported 0,23 InitialContact))
Found:492 Checked:24732 Candidates:295139  ((ClaimReported 0,23 InitialContact) AssReRouteQueue)
Found:492 Checked:24733 Candidates:295138  (AssReRouteQueue (ClaimReported 0,23 InitialContact))
Found:492 Checked:24734 Candidates:295137  ((ClaimReported 0,23 InitialContact) AssRouteToOffice)
Found:492 Checked:24735 Candidates:295136  (AssRouteToOffice (ClaimReported 0,23 InitialContact))
Found:492 Checked:24736 Candidates:295135  ((ClaimReported 0,23 InitialContact) AssToFileHandler)
Found:492 Checked:24737 Candidates:295134  (AssToFileHandler (ClaimReported 0,23 InitialContact))
Found:492 Checked:24738 Candidates:295133  ((ClaimReported 0,23 InitialContact) AudatexReceipt)
Found:492 Checked:24739 Candidates:295132  (AudatexReceipt (ClaimReported 0,23 InitialContact))
Found:492 Checked:24740 Candidates:295131  ((ClaimReported 0,23 InitialContact) CATContact)
Found:492 Checked:24741 Candidates:295130  (CATContact (ClaimReported 0,23 InitialContact))
Found:492 Checked:24742 Candidates:295129  ((ClaimReported 0,23 InitialContact) ChangedDocType)
Found:492 Checked:24743 Candidates:295128  (ChangedDocType (ClaimReported 0,23 InitialContact))
Found:492 Checked:24744 Candidates:295127  ((ClaimReported 0,23 InitialContact) ClaimActivityLog)
Found:492 Checked:24745 Candidates:295126  (ClaimActivityLog (ClaimReported 0,23 InitialContact))
Found:492 Checked:24746 Candidates:295125  ((ClaimReported 0,23 InitialContact) ClaimClosed)
Found:492 Checked:24747 Candidates:295124  (ClaimClosed (ClaimReported 0,23 InitialContact))
Found:492 Checked:24748 Candidates:295123  ((ClaimReported 0,23 InitialContact) ClaimEdited)
Distribution for ((ClaimReported 0,23 InitialContact) 1,2 ClaimEdited)
N_a: 14, N_ab: 8, Critical interval: ((1, 2)), P(success): 0.1704, p_value: 0.0008

Found:493 Checked:24749 Candidates:296198  (ClaimEdited (ClaimReported 0,23 InitialContact))
Found:493 Checked:24750 Candidates:296197  ((ClaimReported 0,23 InitialContact) ClaimReopened)
Found:493 Checked:24751 Candidates:296196  (ClaimReopened (ClaimReported 0,23 InitialContact))
Found:493 Checked:24752 Candidates:296195  ((ClaimReported 0,23 InitialContact) ClaimReported)
Found:493 Checked:24753 Candidates:296194  (ClaimReported (ClaimReported 0,23 InitialContact))
Found:493 Checked:24754 Candidates:296193  ((ClaimReported 0,23 InitialContact) ClaimSecured)
Found:493 Checked:24755 Candidates:296192  (ClaimSecured (ClaimReported 0,23 InitialContact))
Found:493 Checked:24756 Candidates:296191  ((ClaimReported 0,23 InitialContact) ClaimSetup)
Found:493 Checked:24757 Candidates:296190  (ClaimSetup (ClaimReported 0,23 InitialContact))
Found:493 Checked:24758 Candidates:296189  ((ClaimReported 0,23 InitialContact) ClaimSummary)
Found:493 Checked:24759 Candidates:296188  (ClaimSummary (ClaimReported 0,23 InitialContact))
Found:493 Checked:24760 Candidates:296187  ((ClaimReported 0,23 InitialContact) ClaimUnsecured)
Found:493 Checked:24761 Candidates:296186  (ClaimUnsecured (ClaimReported 0,23 InitialContact))
Found:493 Checked:24762 Candidates:296185  ((ClaimReported 0,23 InitialContact) CloseBlockRemoved)
Found:493 Checked:24763 Candidates:296184  (CloseBlockRemoved (ClaimReported 0,23 InitialContact))
Found:493 Checked:24764 Candidates:296183  ((ClaimReported 0,23 InitialContact) CloseBlockSet)
Found:493 Checked:24765 Candidates:296182  (CloseBlockSet (ClaimReported 0,23 InitialContact))
Found:493 Checked:24766 Candidates:296181  ((ClaimReported 0,23 InitialContact) Contact)
Found:493 Checked:24767 Candidates:296180  (Contact (ClaimReported 0,23 InitialContact))
Found:493 Checked:24768 Candidates:296179  ((ClaimReported 0,23 InitialContact) COPSCarAsgSentCRP)
Found:493 Checked:24769 Candidates:296178  (COPSCarAsgSentCRP (ClaimReported 0,23 InitialContact))
Found:493 Checked:24770 Candidates:296177  ((ClaimReported 0,23 InitialContact) COPSCarAsgSentPDR)
Found:493 Checked:24771 Candidates:296176  (COPSCarAsgSentPDR (ClaimReported 0,23 InitialContact))
Found:493 Checked:24772 Candidates:296175  ((ClaimReported 0,23 InitialContact) Correspondencsent)
Found:493 Checked:24773 Candidates:296174  (Correspondencsent (ClaimReported 0,23 InitialContact))
Found:493 Checked:24774 Candidates:296173  ((ClaimReported 0,23 InitialContact) Coverage)
Found:493 Checked:24775 Candidates:296172  (Coverage (ClaimReported 0,23 InitialContact))
Found:493 Checked:24776 Candidates:296171  ((ClaimReported 0,23 InitialContact) DateOfLossChanged)
Found:493 Checked:24777 Candidates:296170  (DateOfLossChanged (ClaimReported 0,23 InitialContact))
Found:493 Checked:24778 Candidates:296169  ((ClaimReported 0,23 InitialContact) DocAddInProgress)
Found:493 Checked:24779 Candidates:296168  (DocAddInProgress (ClaimReported 0,23 InitialContact))
Found:493 Checked:24780 Candidates:296167  ((ClaimReported 0,23 InitialContact) DocumentAdded)
Found:493 Checked:24781 Candidates:296166  (DocumentAdded (ClaimReported 0,23 InitialContact))
Found:493 Checked:24782 Candidates:296165  ((ClaimReported 0,23 InitialContact) DocumentFiled)
Found:493 Checked:24783 Candidates:296164  (DocumentFiled (ClaimReported 0,23 InitialContact))
Found:493 Checked:24784 Candidates:296163  ((ClaimReported 0,23 InitialContact) EOBSent)
Found:493 Checked:24785 Candidates:296162  (EOBSent (ClaimReported 0,23 InitialContact))
Found:493 Checked:24786 Candidates:296161  ((ClaimReported 0,23 InitialContact) EORSent)
Found:493 Checked:24787 Candidates:296160  (EORSent (ClaimReported 0,23 InitialContact))
Found:493 Checked:24788 Candidates:296159  ((ClaimReported 0,23 InitialContact) FYISent)
Found:493 Checked:24789 Candidates:296158  (FYISent (ClaimReported 0,23 InitialContact))
Found:493 Checked:24790 Candidates:296157  ((ClaimReported 0,23 InitialContact) grpPymtSubmit)
Found:493 Checked:24791 Candidates:296156  (grpPymtSubmit (ClaimReported 0,23 InitialContact))
Found:493 Checked:24792 Candidates:296155  ((ClaimReported 0,23 InitialContact) Inbound)
Found:493 Checked:24793 Candidates:296154  (Inbound (ClaimReported 0,23 InitialContact))
Found:493 Checked:24794 Candidates:296153  ((ClaimReported 0,23 InitialContact) InitialContact)
Found:493 Checked:24795 Candidates:296152  (InitialContact (ClaimReported 0,23 InitialContact))
Found:493 Checked:24796 Candidates:296151  ((ClaimReported 0,23 InitialContact) IsoAutUpdRpt)
Found:493 Checked:24797 Candidates:296150  (IsoAutUpdRpt (ClaimReported 0,23 InitialContact))
Found:493 Checked:24798 Candidates:296149  ((ClaimReported 0,23 InitialContact) IsoDataErrRpt)
Found:493 Checked:24799 Candidates:296148  (IsoDataErrRpt (ClaimReported 0,23 InitialContact))
Found:493 Checked:24800 Candidates:296147  ((ClaimReported 0,23 InitialContact) IsoMatchRpt)
Found:493 Checked:24801 Candidates:296146  (IsoMatchRpt (ClaimReported 0,23 InitialContact))
Found:493 Checked:24802 Candidates:296145  ((ClaimReported 0,23 InitialContact) IsoNoMatchRpt)
Found:493 Checked:24803 Candidates:296144  (IsoNoMatchRpt (ClaimReported 0,23 InitialContact))
Found:493 Checked:24804 Candidates:296143  ((ClaimReported 0,23 InitialContact) ItemCompleteDenial)
Found:493 Checked:24805 Candidates:296142  (ItemCompleteDenial (ClaimReported 0,23 InitialContact))
Found:493 Checked:24806 Candidates:296141  ((ClaimReported 0,23 InitialContact) ItmReAssToFHndler)
Found:493 Checked:24807 Candidates:296140  (ItmReAssToFHndler (ClaimReported 0,23 InitialContact))
Found:493 Checked:24808 Candidates:296139  ((ClaimReported 0,23 InitialContact) LiabilityAnalysis)
Found:493 Checked:24809 Candidates:296138  (LiabilityAnalysis (ClaimReported 0,23 InitialContact))
Found:493 Checked:24810 Candidates:296137  ((ClaimReported 0,23 InitialContact) makePaymentSubmit)
Found:493 Checked:24811 Candidates:296136  (makePaymentSubmit (ClaimReported 0,23 InitialContact))
Found:493 Checked:24812 Candidates:296135  ((ClaimReported 0,23 InitialContact) ManualDeny)
Found:493 Checked:24813 Candidates:296134  (ManualDeny (ClaimReported 0,23 InitialContact))
Found:493 Checked:24814 Candidates:296133  ((ClaimReported 0,23 InitialContact) ManualPayment)
Found:493 Checked:24815 Candidates:296132  (ManualPayment (ClaimReported 0,23 InitialContact))
Found:493 Checked:24816 Candidates:296131  ((ClaimReported 0,23 InitialContact) Medical)
Found:493 Checked:24817 Candidates:296130  (Medical (ClaimReported 0,23 InitialContact))
Found:493 Checked:24818 Candidates:296129  ((ClaimReported 0,23 InitialContact) Medicare)
Found:493 Checked:24819 Candidates:296128  (Medicare (ClaimReported 0,23 InitialContact))
Found:493 Checked:24820 Candidates:296127  ((ClaimReported 0,23 InitialContact) MovefromParty)
Found:493 Checked:24821 Candidates:296126  (MovefromParty (ClaimReported 0,23 InitialContact))
Found:493 Checked:24822 Candidates:296125  ((ClaimReported 0,23 InitialContact) MovetoParty)
Found:493 Checked:24823 Candidates:296124  (MovetoParty (ClaimReported 0,23 InitialContact))
Found:493 Checked:24824 Candidates:296123  ((ClaimReported 0,23 InitialContact) MultDocAddBegin)
Found:493 Checked:24825 Candidates:296122  (MultDocAddBegin (ClaimReported 0,23 InitialContact))
Found:493 Checked:24826 Candidates:296121  ((ClaimReported 0,23 InitialContact) MultipleDocAdded)
Found:493 Checked:24827 Candidates:296120  (MultipleDocAdded (ClaimReported 0,23 InitialContact))
Found:493 Checked:24828 Candidates:296119  ((ClaimReported 0,23 InitialContact) Outbound)
Found:493 Checked:24829 Candidates:296118  (Outbound (ClaimReported 0,23 InitialContact))
Found:493 Checked:24830 Candidates:296117  ((ClaimReported 0,23 InitialContact) PartyAdded)
Found:493 Checked:24831 Candidates:296116  (PartyAdded (ClaimReported 0,23 InitialContact))
Found:493 Checked:24832 Candidates:296115  ((ClaimReported 0,23 InitialContact) PartyEdited)
Found:493 Checked:24833 Candidates:296114  (PartyEdited (ClaimReported 0,23 InitialContact))
Found:493 Checked:24834 Candidates:296113  ((ClaimReported 0,23 InitialContact) PaymentBlockSet)
Found:493 Checked:24835 Candidates:296112  (PaymentBlockSet (ClaimReported 0,23 InitialContact))
Found:493 Checked:24836 Candidates:296111  ((ClaimReported 0,23 InitialContact) PerilActivity)
Distribution for ((ClaimReported 0,23 InitialContact) 0,3 PerilActivity)
N_a: 11, N_ab: 9, Critical interval: ((0, 3)), P(success): 0.3157, p_value: 0.0009

Found:494 Checked:24837 Candidates:297174  (PerilActivity (ClaimReported 0,23 InitialContact))
Found:494 Checked:24838 Candidates:297173  ((ClaimReported 0,23 InitialContact) Perils/Reserves)
Found:494 Checked:24839 Candidates:297172  (Perils/Reserves (ClaimReported 0,23 InitialContact))
Found:494 Checked:24840 Candidates:297171  ((ClaimReported 0,23 InitialContact) PolicyNumberChange)
Found:494 Checked:24841 Candidates:297170  (PolicyNumberChange (ClaimReported 0,23 InitialContact))
Found:494 Checked:24842 Candidates:297169  ((ClaimReported 0,23 InitialContact) ReasonforEscalation)
Found:494 Checked:24843 Candidates:297168  (ReasonforEscalation (ClaimReported 0,23 InitialContact))
Found:494 Checked:24844 Candidates:297167  ((ClaimReported 0,23 InitialContact) ReceiptItem)
Found:494 Checked:24845 Candidates:297166  (ReceiptItem (ClaimReported 0,23 InitialContact))
Found:494 Checked:24846 Candidates:297165  ((ClaimReported 0,23 InitialContact) recordManualPymt)
Found:494 Checked:24847 Candidates:297164  (recordManualPymt (ClaimReported 0,23 InitialContact))
Found:494 Checked:24848 Candidates:297163  ((ClaimReported 0,23 InitialContact) RefAssign)
Found:494 Checked:24849 Candidates:297162  (RefAssign (ClaimReported 0,23 InitialContact))
Found:494 Checked:24850 Candidates:297161  ((ClaimReported 0,23 InitialContact) RefCompPDVE)
Found:494 Checked:24851 Candidates:297160  (RefCompPDVE (ClaimReported 0,23 InitialContact))
Found:494 Checked:24852 Candidates:297159  ((ClaimReported 0,23 InitialContact) RefCompRCC)
Found:494 Checked:24853 Candidates:297158  (RefCompRCC (ClaimReported 0,23 InitialContact))
Found:494 Checked:24854 Candidates:297157  ((ClaimReported 0,23 InitialContact) Referral)
Found:494 Checked:24855 Candidates:297156  (Referral (ClaimReported 0,23 InitialContact))
Found:494 Checked:24856 Candidates:297155  ((ClaimReported 0,23 InitialContact) RefRemFromInbox)
Found:494 Checked:24857 Candidates:297154  (RefRemFromInbox (ClaimReported 0,23 InitialContact))
Found:494 Checked:24858 Candidates:297153  ((ClaimReported 0,23 InitialContact) RefRespAuthority)
Found:494 Checked:24859 Candidates:297152  (RefRespAuthority (ClaimReported 0,23 InitialContact))
Found:494 Checked:24860 Candidates:297151  ((ClaimReported 0,23 InitialContact) RefRespCSLT)
Found:494 Checked:24861 Candidates:297150  (RefRespCSLT (ClaimReported 0,23 InitialContact))
Found:494 Checked:24862 Candidates:297149  ((ClaimReported 0,23 InitialContact) RefRespFS)
Found:494 Checked:24863 Candidates:297148  (RefRespFS (ClaimReported 0,23 InitialContact))
Found:494 Checked:24864 Candidates:297147  ((ClaimReported 0,23 InitialContact) RefRespGeneral)
Found:494 Checked:24865 Candidates:297146  (RefRespGeneral (ClaimReported 0,23 InitialContact))
Found:494 Checked:24866 Candidates:297145  ((ClaimReported 0,23 InitialContact) RefRespPD)
Found:494 Checked:24867 Candidates:297144  (RefRespPD (ClaimReported 0,23 InitialContact))
Found:494 Checked:24868 Candidates:297143  ((ClaimReported 0,23 InitialContact) RefRespPDVE)
Found:494 Checked:24869 Candidates:297142  (RefRespPDVE (ClaimReported 0,23 InitialContact))
Found:494 Checked:24870 Candidates:297141  ((ClaimReported 0,23 InitialContact) RefRespPoliceFire)
Found:494 Checked:24871 Candidates:297140  (RefRespPoliceFire (ClaimReported 0,23 InitialContact))
Found:494 Checked:24872 Candidates:297139  ((ClaimReported 0,23 InitialContact) RefRespRCC)
Found:494 Checked:24873 Candidates:297138  (RefRespRCC (ClaimReported 0,23 InitialContact))
Found:494 Checked:24874 Candidates:297137  ((ClaimReported 0,23 InitialContact) RefRespRental)
Found:494 Checked:24875 Candidates:297136  (RefRespRental (ClaimReported 0,23 InitialContact))
Found:494 Checked:24876 Candidates:297135  ((ClaimReported 0,23 InitialContact) RefRespSalvage)
Found:494 Checked:24877 Candidates:297134  (RefRespSalvage (ClaimReported 0,23 InitialContact))
Found:494 Checked:24878 Candidates:297133  ((ClaimReported 0,23 InitialContact) RefSentAuthority)
Found:494 Checked:24879 Candidates:297132  (RefSentAuthority (ClaimReported 0,23 InitialContact))
Found:494 Checked:24880 Candidates:297131  ((ClaimReported 0,23 InitialContact) RefSentCRD)
Found:494 Checked:24881 Candidates:297130  (RefSentCRD (ClaimReported 0,23 InitialContact))
Found:494 Checked:24882 Candidates:297129  ((ClaimReported 0,23 InitialContact) RefSentCSLT)
Found:494 Checked:24883 Candidates:297128  (RefSentCSLT (ClaimReported 0,23 InitialContact))
Found:494 Checked:24884 Candidates:297127  ((ClaimReported 0,23 InitialContact) RefSentFS)
Found:494 Checked:24885 Candidates:297126  (RefSentFS (ClaimReported 0,23 InitialContact))
Found:494 Checked:24886 Candidates:297125  ((ClaimReported 0,23 InitialContact) RefSentGeneral)
Found:494 Checked:24887 Candidates:297124  (RefSentGeneral (ClaimReported 0,23 InitialContact))
Found:494 Checked:24888 Candidates:297123  ((ClaimReported 0,23 InitialContact) RefSentPD)
Found:494 Checked:24889 Candidates:297122  (RefSentPD (ClaimReported 0,23 InitialContact))
